150085,MDC_PRESS_BLD_VEN_CENT_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150676,MDC_PRESS_BLD_VEN_FEMORAL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150088,MDC_PRESS_BLD_VEN_UMB,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150090,MDC_PRESS_BLD_VEN_UMB_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150091,MDC_PRESS_BLD_VEN_UMB_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150089,MDC_PRESS_BLD_VEN_UMB_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
153604,MDC_PRESS_CEREB_PERF,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150300,MDC_PRESS_CUFF,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150302,MDC_PRESS_CUFF_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150303,MDC_PRESS_CUFF_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150301,MDC_PRESS_CUFF_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
151820,MDC_PRESS_ESOPH,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
153252,MDC_PRESS_ETT_CUFF,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
153256,MDC_PRESS_ETT_CUFF_END_EXH,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
153244,MDC_PRESS_GASTRIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
188480,MDC_PRESS_GI,MDC_DIM_KILO_PASCAL,kPa
151824,MDC_PRESS_INTRAPL,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
153608,MDC_PRESS_INTRA_CRAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
153610,MDC_PRESS_INTRA_CRAN_DIA,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
153611,MDC_PRESS_INTRA_CRAN_MEAN,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
153609,MDC_PRESS_INTRA_CRAN_SYS,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
152972,MDC_PRESS_N2O_CYL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
152968,MDC_PRESS_N2O_SUPPLY,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
153164,MDC_PRESS_O2_CYL,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
153168,MDC_PRESS_O2_CYL_2,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
153160,MDC_PRESS_O2_SUPPLY,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_PSI,[psi],MDC_DIM_MILLI_BAR,mbar
151788,MDC_PRESS_RESP_PAUSE,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151784,MDC_PRESS_RESP_PLAT,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
152776,MDC_PRESS_RESP_PLAT_DYNAMIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151784,MDC_PRESS_RESP_PLAT_STATIC,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
151602,MDC_PRESS_RESP_RATE,MDC_DIM_RESP_PER_MIN,/min,1/min,{breath}/min,{breaths}/min,{resp}/min
153296,MDC_PRESS_TIME_PRODUCT_INSP,MDC_DIM_CM_H2O_SEC_PER_BREATH,cm[H2O].s/{breath},MDC_DIM_MILLI_BAR_SEC_PER_BREATH,mbar.s/{breath},mbar.s,MDC_DIM_CM_H2O_SEC_PER_MIN,cm[H2O].s/min
153248,MDC_PRESS_TRANSPULM,MDC_DIM_HECTO_PASCAL,hPa,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg],MDC_DIM_CM_H2O,cm[H2O],MDC_DIM_MILLI_BAR,mbar
160280,MDC_PULS_OXIM_CONC_HB_O2_ART_CALC,MDC_DIM_MILLI_L_PER_DL,mL/dL
160284,MDC_PULS_OXIM_HB_CO_ART,MDC_DIM_PERCENT,%
160288,MDC_PULS_OXIM_HB_MET_ART,MDC_DIM_PERCENT,%
160292,MDC_PULS_OXIM_HB_TOTAL_ART,MDC_DIM_X_G_PER_L,g/L,MDC_DIM_X_G_PER_DL,g/dL,MDC_DIM_MILLI_MOLE_PER_L,mmol/L
150448,MDC_PULS_OXIM_PERF_REL,MDC_DIM_DIMLESS,{unitless},1
150452,MDC_PULS_OXIM_PLETH,MDC_DIM_PERCENT,%
151658,MDC_PULS_OXIM_PLETH_RESP_RATE,MDC_DIM_RESP_PER_MIN,/min,1/min,{breath}/min,{breaths}/min,{resp}/min
149530,MDC_PULS_OXIM_PULS_RATE,MDC_DIM_PER_MIN,/min,1/min,{count}/min,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min,MDC_DIM_PULS_PER_MIN,/min,1/min,{pulse}/min,{pulses}/min
150456,MDC_PULS_OXIM_SAT_O2,MDC_DIM_PERCENT,%
150472,MDC_PULS_OXIM_SAT_O2_ART_LEFT,MDC_DIM_PERCENT,%
160300,MDC_PULS_OXIM_SAT_O2_ART_POSTDUCTAL,MDC_DIM_PERCENT,%
160296,MDC_PULS_OXIM_SAT_O2_ART_PREDUCTAL,MDC_DIM_PERCENT,%
160304,MDC_PULS_OXIM_SAT_O2_ART_PRE_POST_DIFF,MDC_DIM_PERCENT,%
150476,MDC_PULS_OXIM_SAT_O2_ART_RIGHT,MDC_DIM_PERCENT,%
150468,MDC_PULS_OXIM_SAT_O2_DIFF,MDC_DIM_PERCENT,%
149514,MDC_PULS_RATE,MDC_DIM_PER_MIN,/min,1/min,{count}/min,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min,MDC_DIM_PULS_PER_MIN,/min,1/min,{pulse}/min,{pulses}/min
149546,MDC_PULS_RATE_NON_INV,MDC_DIM_PER_MIN,/min,1/min,{count}/min,MDC_DIM_BEAT_PER_MIN,/min,1/min,{beat}/min,{beats}/min,MDC_DIM_PULS_PER_MIN,/min,1/min,{pulse}/min,{pulses}/min
184518,MDC_PUMP_MODE_CONCURRENT_CHAN_LABEL,MDC_DIM_NOS,{unknown}
160268,MDC_QUICK_VALUE_COAG,MDC_DIM_PERCENT,%
151828,MDC_QUO_RESP,MDC_DIM_DIMLESS,{unitless},1
157924,MDC_RATE_DOSE,MDC_DIM_X_G_PER_SEC,g/s,MDC_DIM_X_G_PER_MIN,g/min,MDC_DIM_MILLI_G_PER_MIN,mg/min,MDC_DIM_MICRO_G_PER_MIN,ug/min,MDC_DIM_NANO_G_PER_MIN,ng/min,MDC_DIM_X_G_PER_HR,g/h,MDC_DIM_MILLI_G_PER_HR,mg/h,MDC_DIM_MICRO_G_PER_HR,ug/h,MDC_DIM_NANO_G_PER_HR,ng/h,MDC_DIM_X_G_PER_DAY,g/d,MDC_DIM_MILLI_G_PER_DAY,mg/d,MDC_DIM_MICRO_G_PER_DAY,ug/d,MDC_DIM_NANO_G_PER_DAY,ng/d,MDC_DIM_X_G_PER_KG_PER_SEC,g/kg/s,MDC_DIM_X_G_PER_KG_PER_MIN,g/kg/min,MDC_DIM_MILLI_G_PER_KG_PER_MIN,mg/kg/min,MDC_DIM_MICRO_G_PER_KG_PER_MIN,ug/kg/min,MDC_DIM_NANO_G_PER_KG_PER_MIN,ng/kg/min,MDC_DIM_X_G_PER_KG_PER_HR,g/kg/h,MDC_DIM_MILLI_G_PER_KG_PER_HR,mg/kg/h,MDC_DIM_MICRO_G_PER_KG_PER_HR,ug/kg/h,MDC_DIM_NANO_G_PER_KG_PER_HR,ng/kg/h,MDC_DIM_X_G_PER_KG_PER_DAY,g/kg/d,MDC_DIM_MILLI_G_PER_KG_PER_DAY,mg/kg/d,MDC_DIM_MICRO_G_PER_KG_PER_DAY,ug/kg/d,MDC_DIM_NANO_G_PER_KG_PER_DAY,ng/kg/d,MDC_DIM_X_G_PER_LB_PER_MIN,g/[lb_av]/min,MDC_DIM_MILLI_G_PER_LB_PER_MIN,mg/[lb_av]/min,MDC_DIM_MICRO_G_PER_LB_PER_MIN,ug/[lb_av]/min,MDC_DIM_NANO_G_PER_LB_PER_MIN,ng/[lb_av]/min,MDC_DIM_X_G_PER_LB_PER_HR,g/[lb_av]/h,MDC_DIM_MILLI_G_PER_LB_PER_HR,mg/[lb_av]/h,MDC_DIM_MICRO_G_PER_LB_PER_HR,ug/[lb_av]/h,MDC_DIM_NANO_G_PER_LB_PER_HR,ng/[lb_av]/h,MDC_DIM_X_G_PER_M_SQ_PER_MIN,g/m2/min,MDC_DIM_MILLI_G_PER_M_SQ_PER_MIN,mg/m2/min,MDC_DIM_MICRO_G_PER_M_SQ_PER_MIN,ug/m2/min,MDC_DIM_NANO_G_PER_M_SQ_PER_MIN,ng/m2/min,MDC_DIM_X_G_PER_M_SQ_PER_HR,g/m2/h,MDC_DIM_MILLI_G_PER_M_SQ_PER_HR,mg/m2/h,MDC_DIM_MICRO_G_PER_M_SQ_PER_HR,ug/m2/h,MDC_DIM_NANO_G_PER_M_SQ_PER_HR,ng/m2/h,MDC_DIM_X_G_PER_M_SQ_PER_DAY,g/m2/d,MDC_DIM_MILLI_G_PER_M_SQ_PER_DAY,mg/m2/d,MDC_DIM_MICRO_G_PER_M_SQ_PER_DAY,ug/m2/d,MDC_DIM_NANO_G_PER_M_SQ_PER_DAY,ng/m2/d,MDC_DIM_X_MOLE_PER_SEC,mol/s,MDC_DIM_X_MOLE_PER_MIN,mol/min,MDC_DIM_MILLI_MOLE_PER_MIN,mmol/min,MDC_DIM_X_MOLE_PER_HR,mol/h,MDC_DIM_MILLI_MOLE_PER_HR,mmol/h,MDC_DIM_X_MOLE_PER_DAY,mol/d,MDC_DIM_MILLI_MOLE_PER_DAY,mmol/d,MDC_DIM_X_EQUIV_PER_SEC,eq/s,MDC_DIM_X_EQUIV_PER_MIN,eq/min,MDC_DIM_MILLI_EQUIV_PER_MIN,meq/min,MDC_DIM_X_EQUIV_PER_HR,eq/h,MDC_DIM_MILLI_EQUIV_PER_HR,meq/h,MDC_DIM_X_EQUIV_PER_DAY,eq/d,MDC_DIM_MILLI_EQUIV_PER_DAY,meq/d,MDC_DIM_X_MOLE_PER_KG_PER_SEC,mol/kg/s,MDC_DIM_X_MOLE_PER_KG_PER_MIN,mol/kg/min,MDC_DIM_MILLI_MOLE_PER_KG_PER_MIN,mmol/kg/min,MDC_DIM_X_MOLE_PER_KG_PER_HR,mol/kg/h,MDC_DIM_MILLI_MOLE_PER_KG_PER_HR,mmol/kg/h,MDC_DIM_X_MOLE_PER_KG_PER_DAY,mol/kg/d,MDC_DIM_MILLI_MOLE_PER_KG_PER_DAY,mmol/kg/d,MDC_DIM_X_MOLE_PER_M_SQ_PER_SEC,mol/m2/s,MDC_DIM_X_MOLE_PER_M_SQ_PER_MIN,mol/m2/min,MDC_DIM_MILLI_MOLE_PER_M_SQ_PER_MIN,mmol/m2/min,MDC_DIM_X_MOLE_PER_M_SQ_PER_HR,mol/m2/h,MDC_DIM_MILLI_MOLE_PER_M_SQ_PER_HR,mmol/m2/h,MDC_DIM_X_MOLE_PER_M_SQ_PER_DAY,mol/m2/d,MDC_DIM_MILLI_MOLE_PER_M_SQ_PER_DAY,mmol/m2/d,MDC_DIM_X_EQUIV_PER_KG_PER_SEC,eq/kg/s,MDC_DIM_X_EQUIV_PER_KG_PER_MIN,eq/kg/min,MDC_DIM_MILLI_EQUIV_PER_KG_PER_MIN,meq/kg/min,MDC_DIM_X_EQUIV_PER_KG_PER_HR,eq/kg/h,MDC_DIM_MILLI_EQUIV_PER_KG_PER_HR,meq/kg/h,MDC_DIM_X_EQUIV_PER_KG_PER_DAY,eq/kg/d,MDC_DIM_MILLI_EQUIV_PER_KG_PER_DAY,meq/kg/d,MDC_DIM_X_EQUIV_PER_LB_PER_MIN,eq/[lb_av]/min,MDC_DIM_MILLI_EQUIV_PER_LB_PER_MIN,meq/[lb_av]/min,MDC_DIM_X_EQUIV_PER_LB_PER_HR,eq/[lb_av]/h,MDC_DIM_MILLI_EQUIV_PER_LB_PER_HR,meq/[lb_av]/h,MDC_DIM_X_EQUIV_PER_M_SQ_PER_MIN,eq/m2/min,MDC_DIM_MILLI_EQUIV_PER_M_SQ_PER_MIN,meq/m2/min,MDC_DIM_X_EQUIV_PER_M_SQ_PER_HR,eq/m2/h,MDC_DIM_MILLI_EQUIV_PER_M_SQ_PER_HR,meq/m2/h,MDC_DIM_X_EQUIV_PER_M_SQ_PER_DAY,eq/m2/d,MDC_DIM_MILLI_EQUIV_PER_M_SQ_PER_DAY,meq/m2/d,MDC_DIM_X_INTL_UNIT_PER_SEC,[iU]/s,MDC_DIM_MEGA_INTL_UNIT_PER_SEC,M[iU]/s,MDC_DIM_X_INTL_UNIT_PER_MIN,[iU]/min,MDC_DIM_MILLI_INTL_UNIT_PER_MIN,m[iU]/min,MDC_DIM_MEGA_INTL_UNIT_PER_MIN,M[iU]/min,MDC_DIM_X_INTL_UNIT_PER_HR,[iU]/h,MDC_DIM_MILLI_INTL_UNIT_PER_HR,m[iU]/h,MDC_DIM_MEGA_INTL_UNIT_PER_HR,M[iU]/h,MDC_DIM_X_INTL_UNIT_PER_DAY,[iU]/d,MDC_DIM_MILLI_INTL_UNIT_PER_DAY,m[iU]/d,MDC_DIM_MEGA_INTL_UNIT_PER_DAY,M[iU]/d,MDC_DIM_X_INTL_UNIT_PER_KG_PER_SEC,[iU]/kg/s,MDC_DIM_MILLI_INTL_UNIT_PER_KG_PER_SEC,m[iU]/kg/s,MDC_DIM_MEGA_INTL_UNIT_PER_KG_PER_SEC,M[iU]/kg/s,MDC_DIM_X_INTL_UNIT_PER_KG_PER_MIN,[iU]/kg/min,MDC_DIM_MILLI_INTL_UNIT_PER_KG_PER_MIN,m[iU]/kg/min,MDC_DIM_MEGA_INTL_UNIT_PER_KG_PER_MIN,M[iU]/kg/min,MDC_DIM_X_INTL_UNIT_PER_KG_PER_HR,[iU]/kg/h,MDC_DIM_MILLI_INTL_UNIT_PER_KG_PER_HR,m[iU]/kg/h,MDC_DIM_MEGA_INTL_UNIT_PER_KG_PER_HR,M[iU]/kg/h,MDC_DIM_X_INTL_UNIT_PER_KG_PER_DAY,[iU]/kg/d,MDC_DIM_MILLI_INTL_UNIT_PER_KG_PER_DAY,m[iU]/kg/d,MDC_DIM_MEGA_INTL_UNIT_PER_KG_PER_DAY,M[iU]/kg/d,MDC_DIM_X_INTL_UNIT_PER_LB_PER_MIN,[iU]/[lb_av]/min,MDC_DIM_MILLI_INTL_UNIT_PER_LB_PER_MIN,m[iU]/[lb_av]/min,MDC_DIM_X_INTL_UNIT_PER_LB_PER_HR,[iU]/[lb_av]/h,MDC_DIM_MILLI_INTL_UNIT_PER_LB_PER_HR,m[iU]/[lb_av]/h,MDC_DIM_X_INTL_UNIT_PER_M_SQ_PER_SEC,[iU]/m2/s,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ_PER_SEC,m[iU]/m2/s,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ_PER_SEC,M[iU]/m2/s,MDC_DIM_X_INTL_UNIT_PER_M_SQ_PER_MIN,[iU]/m2/min,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ_PER_MIN,m[iU]/m2/min,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ_PER_MIN,M[iU]/m2/min,MDC_DIM_X_INTL_UNIT_PER_M_SQ_PER_HR,[iU]/m2/h,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ_PER_HR,m[iU]/m2/h,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ_PER_HR,M[iU]/m2/h,MDC_DIM_X_INTL_UNIT_PER_M_SQ_PER_DAY,[iU]/m2/d,MDC_DIM_MILLI_INTL_UNIT_PER_M_SQ_PER_DAY,m[iU]/m2/d,MDC_DIM_MEGA_INTL_UNIT_PER_M_SQ_PER_DAY,M[iU]/m2/d,MDC_DIM_KILO_INTL_UNIT_PER_HR,k[iU]/h,MDC_DIM_KILO_INTL_UNIT_PER_DAY,k[iU]/d,MDC_DIM_KILO_INTL_UNIT_PER_KG_PER_HR,k[iU]/kg/h,MDC_DIM_KILO_INTL_UNIT_PER_KG_PER_DAY,k[iU]/kg/d,MDC_DIM_X_ARB_UNIT_PER_SEC,[arb'U]/s,MDC_DIM_X_ARB_UNIT_PER_MIN,[arb'U]/min,MDC_DIM_X_ARB_UNIT_PER_HR,[arb'U]/h,MDC_DIM_X_ARB_UNIT_PER_DAY,[arb'U]/d,MDC_DIM_X_ARB_UNIT_PER_KG_PER_SEC,[arb'U]/kg/s,MDC_DIM_X_ARB_UNIT_PER_KG_PER_MIN,[arb'U]/kg/min,MDC_DIM_X_ARB_UNIT_PER_KG_PER_HR,[arb'U]/kg/h,MDC_DIM_X_ARB_UNIT_PER_KG_PER_DAY,[arb'U]/kg/d,MDC_DIM_X_ARB_UNIT_PER_LB_PER_MIN,[arb'U]/[lb_av]/min,MDC_DIM_X_ARB_UNIT_PER_LB_PER_HR,[arb'U]/[lb_av]/h,MDC_DIM_X_ARB_UNIT_PER_M_SQ_PER_SEC,[arb'U]/m2/s,MDC_DIM_X_ARB_UNIT_PER_M_SQ_PER_MIN,[arb'U]/m2/min,MDC_DIM_X_ARB_UNIT_PER_M_SQ_PER_HR,[arb'U]/m2/h,MDC_DIM_X_ARB_UNIT_PER_M_SQ_PER_DAY,[arb'U]/m2/d,MDC_DIM_MEGA_ARB_UNIT_PER_DAY,M[arb'U]/d,MDC_DIM_MEGA_ARB_UNIT_PER_HR,M[arb'U]/h,MDC_DIM_MEGA_ARB_UNIT_PER_KG_PER_DAY,M[arb'U]/kg/d,MDC_DIM_MEGA_ARB_UNIT_PER_KG_PER_HR,M[arb'U]/kg/h,MDC_DIM_MEGA_ARB_UNIT_PER_KG_PER_MIN,M[arb'U]/kg/min,MDC_DIM_MEGA_ARB_UNIT_PER_KG_PER_SEC,M[arb'U]/kg/s,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ_PER_DAY,M[arb'U]/m2/d,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ_PER_HR,M[arb'U]/m2/h,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ_PER_MIN,M[arb'U]/m2/min,MDC_DIM_MEGA_ARB_UNIT_PER_M_SQ_PER_SEC,M[arb'U]/m2/s,MDC_DIM_MEGA_ARB_UNIT_PER_MIN,M[arb'U]/min,MDC_DIM_MEGA_ARB_UNIT_PER_SEC,M[arb'U]/s,MDC_DIM_KILO_ARB_UNIT_PER_DAY,k[arb'U]/d,MDC_DIM_KILO_ARB_UNIT_PER_HR,k[arb'U]/h,MDC_DIM_KILO_ARB_UNIT_PER_KG_PER_DAY,k[arb'U]/kg/d,MDC_DIM_KILO_ARB_UNIT_PER_KG_PER_HR,k[arb'U]/kg/h,MDC_DIM_MILLI_ARB_UNIT_PER_DAY,m[arb'U]/d,MDC_DIM_MILLI_ARB_UNIT_PER_HR,m[arb'U]/h,MDC_DIM_MILLI_ARB_UNIT_PER_KG_PER_DAY,m[arb'U]/kg/d,MDC_DIM_MILLI_ARB_UNIT_PER_KG_PER_HR,m[arb'U]/kg/h,MDC_DIM_MILLI_ARB_UNIT_PER_KG_PER_MIN,m[arb'U]/kg/min,MDC_DIM_MILLI_ARB_UNIT_PER_LB_PER_HR,m[arb'U]/[lb_av]/h,MDC_DIM_MILLI_ARB_UNIT_PER_LB_PER_MIN,m[arb'U]/[lb_av]/min,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ_PER_DAY,m[arb'U]/m2/d,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ_PER_HR,m[arb'U]/m2/h,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ_PER_MIN,m[arb'U]/m2/min,MDC_DIM_MILLI_ARB_UNIT_PER_M_SQ_PER_SEC,m[arb'U]/m2/s,MDC_DIM_MILLI_ARB_UNIT_PER_MIN,m[arb'U]/min,MDC_DIM_X_INTL_UNIT_PER_LB_PER_DAY,[iU]/[lb_av]/d,MDC_DIM_MILLI_INTL_UNIT_PER_LB_PER_DAY,m[iU]/[lb_av]/d,MDC_DIM_MILLI_L_PER_MIN,mL/min,MDC_DIM_MICRO_L_PER_MIN,uL/min,MDC_DIM_X_L_PER_HR,L/h,MDC_DIM_MILLI_L_PER_HR,mL/h,MDC_DIM_MILLI_L_PER_KG_PER_HR,mL/kg/h,MDC_DIM_MILLI_L_PER_M_SQ_PER_HR,mL/m2/h,MDC_DIM_X_L_PER_M_SQ_PER_MIN,L/m2/min,MDC_DIM_MILLI_L_PER_KG_PER_MIN,mL/kg/min,MDC_DIM_MILLI_L_PER_KG_PER_DAY,mL/kg/d,MDC_DIM_X_L_PER_M_SQ_PER_DAY,L/m2/d,MDC_DIM_MILLI_L_PER_M_SQ_PER_MIN,mL/m2/min,MDC_DIM_MILLI_L_PER_M_SQ_PER_DAY,mL/m2/d
157988,MDC_RATE_PCA_MAX_DOSES_PER_HOUR,MDC_DIM_PER_HR,/h
151836,MDC_RATIO_AWAY_DEADSP_TIDAL,MDC_DIM_DIMLESS,{unitless},1,MDC_DIM_PERCENT,%
151832,MDC_RATIO_IE,MDC_DIM_DIMLESS,{unitless},1,MDC_DIM_PERCENT,%
16929048,MDC_RATIO_IE_SETTING,MDC_DIM_DIMLESS,{unitless},1,MDC_DIM_PERCENT,%
160260,MDC_RATIO_INR_COAG,MDC_DIM_INR,{INR}
152640,MDC_RATIO_INSP,MDC_DIM_PERCENT,%
188752,MDC_RATIO_MASS_BODY_LEN_SQ,MDC_DIM_KILO_G_PER_M_SQ,kg/m2
184292,MDC_REL_HUMIDITY_MICROENV,MDC_DIM_PERCENT,%
16961508,MDC_REL_HUMIDITY_MICROENV_SETTING,MDC_DIM_PERCENT,%
151674,MDC_RESP_BTSD_PS_RATE,MDC_DIM_RESP_PER_MIN,/min,1/min,{breath}/min,{breaths}/min,{resp}/min
152812,MDC_RESP_EXPENDED_ENERGY,MDC_DIM_KILO_CAL_PER_DAY,kcal/d
152860,MDC_RESP_RAPID_SHALLOW_BREATHING_INDEX,MDC_DIM_BREATHS_PER_MIN_PER_L,/min/L,{breaths}/min/L,{breath}/min/L,MDC_DIM_BREATHS_PER_MIN_PER_MILLI_L,{breaths}/min/mL,{breath}/min/mL,/min/mL
151562,MDC_RESP_RATE,MDC_DIM_RESP_PER_MIN,/min,1/min,{breath}/min,{breaths}/min,{resp}/min
151666,MDC_RESP_SPONT_RATE,MDC_DIM_RESP_PER_MIN,/min,1/min,{breath}/min,{breaths}/min,{resp}/min
153316,MDC_RESP_TIME_CONSTANT_EXP,MDC_DIM_MILLI_SEC,ms,MDC_DIM_SEC,s
153312,MDC_RESP_TIME_CONSTANT_INSP,MDC_DIM_MILLI_SEC,ms,MDC_DIM_SEC,s
151840,MDC_RES_AWAY,MDC_DIM_CM_H2O_PER_L_PER_SEC,cm[H2O].s/L,cm[H2O]/(L/s),MDC_DIM_MILLI_BAR_SEC_PER_L,mbar.s/L,mbar/(L/s),MDC_DIM_HECTO_PASCAL_SEC_PER_L,hPa.s/L,hPa/(L/s)
152596,MDC_RES_AWAY_DYNAMIC,MDC_DIM_CM_H2O_PER_L_PER_SEC,cm[H2O].s/L,cm[H2O]/(L/s),MDC_DIM_MILLI_BAR_SEC_PER_L,mbar.s/L,mbar/(L/s),MDC_DIM_HECTO_PASCAL_SEC_PER_L,hPa.s/L,hPa/(L/s)
151844,MDC_RES_AWAY_EXP,MDC_DIM_CM_H2O_PER_L_PER_SEC,cm[H2O].s/L,cm[H2O]/(L/s),MDC_DIM_MILLI_BAR_SEC_PER_L,mbar.s/L,mbar/(L/s),MDC_DIM_HECTO_PASCAL_SEC_PER_L,hPa.s/L,hPa/(L/s)
151848,MDC_RES_AWAY_INSP,MDC_DIM_CM_H2O_PER_L_PER_SEC,cm[H2O].s/L,cm[H2O]/(L/s),MDC_DIM_MILLI_BAR_SEC_PER_L,mbar.s/L,mbar/(L/s),MDC_DIM_HECTO_PASCAL_SEC_PER_L,hPa.s/L,hPa/(L/s)
150304,MDC_RES_VASC,MDC_DIM_DYNE_SEC_PER_CM_5,dyn.s/cm5,MDC_DIM_MMHG_SEC_PER_ML,[PRU],mm[Hg].s/mL,MDC_DIM_MMHG_MIN_PER_L,[wood'U],mm[Hg].min/L
150308,MDC_RES_VASC_PULM,MDC_DIM_DYNE_SEC_PER_CM_5,dyn.s/cm5,MDC_DIM_MMHG_SEC_PER_ML,[PRU],mm[Hg].s/mL,MDC_DIM_MMHG_MIN_PER_L,[wood'U],mm[Hg].min/L
152852,MDC_RES_VASC_PULM_INDEX,MDC_DIM_DYNE_SEC_M_SQ_PER_CM_5,dyn.s.m2/cm5,dyn.s.cm-5.m2
150312,MDC_RES_VASC_SYS,MDC_DIM_DYNE_SEC_PER_CM_5,dyn.s/cm5,MDC_DIM_MMHG_SEC_PER_ML,[PRU],mm[Hg].s/mL,MDC_DIM_MMHG_MIN_PER_L,[wood'U],mm[Hg].min/L
149760,MDC_RES_VASC_SYS_INDEX,MDC_DIM_DYNE_SEC_M_SQ_PER_CM_5,dyn.s.m2/cm5,dyn.s.cm-5.m2
150336,MDC_SAT_DIFF_O2_ART_ALV,MDC_DIM_KILO_PASCAL,kPa,MDC_DIM_MMHG,mm[Hg]
150324,MDC_SAT_O2_ART,MDC_DIM_PERCENT,%
150272,MDC_SAT_O2_CONSUMP,MDC_DIM_MILLI_L_PER_MIN,mL/min
150664,MDC_SAT_O2_CONSUMP_INDEX,MDC_DIM_MILLI_L_PER_MIN_PER_M_SQ,mL/min/m2
